fsid,tractfp,arealotacres,areabuilding,bedroomscount,yearbuilt,unitscount,beachprox,fld_zone,near_golf,singfam,x,y
240472093133,24047950400,0.2066116,884,0,1989,1,1,AE,0,1,-75.1219126520414,38.352560700651
240472093134,24047950400,0.410124,1684,0,1970,1,1,AE,0,1,-75.1236794367589,38.3523099484098
240472093136,24047951200,27.8800046,1492,0,1900,1,0,X,0,0,-75.3411638609069,38.2158992756532
240472093139,24047951100,0.2240588,3080,0,2004,1,1,X,0,1,-75.1517680053804,38.3705242791604
240472093145,24047950600,0.4131313,2270,0,1973,1,1,AE,0,1,-75.1498355800644,38.3951479891801
240472093151,24047950800,9.4800046,1232,0,1987,1,0,X,0,1,-75.1720630321452,38.4291164189616
240472093152,24047950700,0.27764,1180,0,1992,1,0,X,1,1,-75.1702945550661,38.394676408424
240472093154,24047951100,0.9299816,2256,0,1951,1,1,X,0,1,-75.1572825852581,38.3554676805447
240472093156,24047950700,0.3503673,2251,0,1993,1,1,AE,0,1,-75.1516571033617,38.4010434013163
240472093158,24047951700,0.1559458,1664,0,1989,1,0,X,0,1,-75.1172782718665,38.3248990151868
240472093162,24047951400,0.9199954,1888,0,1983,1,0,X,0,1,-75.5352419711024,38.0670311788417
240472093163,24047951100,0.2310836,1572,0,1977,1,1,X,0,1,-75.1438330827851,38.3813233412121
240472093165,24047950600,0.2114325,912,0,1973,1,1,X,0,1,-75.1489241738343,38.3949369074883
240472093168,24047950600,0.2466713,2060,0,1984,1,1,X,0,1,-75.1545922920472,38.3922591779065
240472093170,24047950700,0.2238292,1664,0,1973,1,0,X,0,1,-75.1622171705376,38.3959175640727
240472093172,24047950700,0.2238292,1330,0,2014,1,0,X,1,1,-75.1768703530333,38.3919904083822
240472093177,24047950800,1,3172,0,1997,1,0,X,0,1,-75.2021662372169,38.4110676458167
240472093178,24047950600,0.4025253,1274,0,1974,1,0,X,1,1,-75.167544080227,38.3842006854293
240472093179,24047951100,0.184596,1808,0,2003,1,1,X,0,1,-75.1522147270115,38.3731469847771
240472093182,24047951700,0.0688705,748,0,1992,1,1,X,1,1,-75.138432287009,38.2934744150917
240472093183,24047951100,0.1721763,1516,0,2005,1,1,X,0,1,-75.1452149633062,38.3679097932913
240472093193,24047951200,1.2100092,1684,0,1988,1,0,X,0,1,-75.4672726366136,38.2334205360817
240472093194,24047951100,0.2238292,1616,0,2001,1,1,X,0,1,-75.1465899073904,38.3825688656245
240472093201,24047950700,0.3945133,2414,0,2005,1,1,X,1,1,-75.1796158613993,38.3990050791893
240472093204,24047951400,3.5899908,1932,0,2016,0,0,X,0,1,-75.3996329485414,38.0899343757777
240472093212,24047950600,0.1147842,1536,0,1973,1,1,AE,0,1,-75.138129602132,38.3959968905213
240472093218,24047951100,0.1012397,2049,0,2004,1,1,X,0,1,-75.1546812803301,38.3784033488358
240472093219,24047950400,0.334022,1320,0,1967,1,1,X,0,1,-75.1169797295395,38.3489306068236
240472093221,24047951700,0.0963728,748,0,1992,1,1,X,1,1,-75.1390587893861,38.2946571718294
240472093225,24047951200,11.35,1782,0,2006,0,1,AE,0,1,-75.3210356585684,38.1031425609223
240472093227,24047951000,1.1,2709,0,2000,1,0,X,0,1,-75.2216743832457,38.3228858933578
240472093228,24047950700,0.2187328,1400,0,1990,1,0,X,1,1,-75.1653384294989,38.3978160676675
240472093229,24047951100,0.1721993,1178,0,1995,1,0,X,0,1,-75.1615824317089,38.3667992093695
240472093230,24047951700,0.37236,1572,0,2001,1,0,X,0,1,-75.1147738680558,38.3221299863056
240472093233,24047950700,0.215932,912,0,1973,1,0,X,1,1,-75.1778960425973,38.3905239520659
240472093234,24047951000,0.9966713,1794,0,2013,1,0,X,0,1,-75.2127452162083,38.327655004388
240472093235,24047951300,0.5142332,2142,0,1939,1,0,X,0,1,-75.382944948881,38.1757677071066
240472093237,24047950700,0.0459137,556,0,1988,1,1,X,0,1,-75.1636692393561,38.4028534157445
240472093239,24047950700,0.0459137,726,0,1987,1,0,X,0,1,-75.16360560807,38.4014041460582
240472093240,24047951200,37.8300046,4124,0,2014,1,1,X,0,0,-75.2795360004628,38.2329602450919
240472093242,24047950700,0.0561295,782,0,1985,1,1,X,0,1,-75.1613930109545,38.4021553175028
240472093247,24047951100,0.2078283,1012,0,1992,1,0,X,0,1,-75.1575694245192,38.3685681964918
240472093248,24047951300,0.1199495,1505,0,1950,1,1,X,0,1,-75.3928840701455,38.1753262538946
240472093252,24047951700,0,991,0,1998,0,1,X,0,0,-75.1135901251015,38.3270487540758
240472093253,24047951100,0.2256198,1512,0,2005,1,0,X,0,1,-75.1455729912731,38.3853700793748
240472093254,24047951100,0.2570478,2308,0,2016,1,1,AE,0,1,-75.1478034586276,38.3777614759943
240472093259,24047951100,0.1707071,2037,0,2001,1,0,X,0,1,-75.1557341292446,38.3732490222332
240472093261,24047950600,0.9642562,1416,0,1985,1,1,X,0,1,-75.1571038812178,38.3920867809894
240472093266,24047950400,0.2203857,2467,0,1993,1,1,X,0,1,-75.1142503224868,38.3486374544254
240472093267,24047951100,0.3604683,4626,0,1994,1,1,AE,0,1,-75.1294867292389,38.3756585365899
240472093268,24047951400,1.4899908,3164,0,2006,1,0,X,0,1,-75.4784899315069,38.035984691376
240472093270,24047950700,0.3288797,1896,0,1983,1,1,AE,0,1,-75.1522820006836,38.3998027206553
240472093271,24047951100,0.2410468,1531,0,1985,1,1,AE,0,1,-75.1307449034375,38.3817198933057
240472093274,24047951000,0.226056,1760,0,1960,1,0,X,0,1,-75.2179965629897,38.3317348718548
240472093275,24047950700,0.2992424,1410,0,1994,1,0,X,1,1,-75.1735118388045,38.3899297721272
240472093282,24047951100,0.1533517,1788,0,2004,1,1,X,0,1,-75.1501087235998,38.3714801520429
240472093283,24047950600,0.1783287,1552,0,1984,1,1,X,0,1,-75.1553889976204,38.3945666000514
240472093286,24047950400,0.2102617,1204,0,1930,1,1,AE,0,1,-75.1222824158918,38.3531871319214
240472093289,24047950800,0.3299816,1556,0,1920,1,0,X,1,1,-75.2150027362599,38.3550395674901
240472093290,24047951100,0.2394169,1330,0,2016,1,1,AE,0,1,-75.1445789189655,38.3804631940841
240472093295,24047951300,0.0677686,588,0,1930,1,1,AE,0,1,-75.39597688155,38.1766660456156
240472093296,24047950400,0.1578283,2680,0,1997,1,1,AE,0,1,-75.1148742277196,38.354530529286
240472093297,24047951700,0.4002755,1778,0,2001,1,1,X,0,1,-75.1146417153253,38.3209800400698
240472093298,24047950600,0.2114325,1482,0,1992,1,1,X,0,1,-75.1477183079745,38.3946602200808
240472093301,24047950700,0.2682966,1586,0,1983,1,1,AE,0,1,-75.156185929333,38.39874466189
240472093302,24047951100,0.2134527,2943,0,2006,1,1,X,0,1,-75.1348196357304,38.3841617497336
240472093305,24047951300,0.1147842,618,0,1930,1,0,X,0,1,-75.3961614914308,38.168871346134
240472093306,24047951700,0.0688705,748,0,1992,1,1,X,1,1,-75.1401890522855,38.2945446223645
240472093308,24047950800,3.7100092,2265,0,1987,1,0,X,0,1,-75.1889442634899,38.4473376756761
240472093313,24047951100,0.2533976,3238,0,1997,1,1,X,0,1,-75.1429327593023,38.3812308492932
240472093315,24047950600,0.2336777,1296,0,1977,1,0,X,1,1,-75.1641255329836,38.3860764588632
240472093317,24047950400,0.3061295,2789,0,2006,1,0,X,0,1,-75.1399974806995,38.3410397196142
240472093318,24047951500,0.2776171,1040,0,1958,1,0,X,1,1,-75.5561638531943,38.0644334577796
240472093325,24047951100,0.2679522,1464,0,2002,1,1,X,0,1,-75.1497287041088,38.3831323859805
240472093334,24047951500,33.15,2160,0,1920,1,0,X,0,1,-75.5524043617615,38.0568379419171
240472093335,24047951100,0.1721763,1068,0,1989,1,0,X,0,1,-75.161628295971,38.3678703790272
240472093337,24047951700,0.1193756,2184,0,2005,1,1,AE,0,1,-75.1060931130596,38.3307629802466
240472093341,24047951100,0.2310836,1056,0,1992,1,1,X,0,1,-75.1436106933615,38.3809988676483
240472093343,24047950800,1,2998,0,2006,1,0,X,0,1,-75.164272751147,38.4273847136418
240472093346,24047951500,0.1551423,1016,0,1930,1,1,X,1,1,-75.565780629888,38.076092813085
240472093347,24047950800,0.3068411,2842,0,2008,1,0,X,0,1,-75.2258107884345,38.3237208614541
240472093348,24047951100,0.1729339,1056,0,1990,1,0,X,0,1,-75.1604402451796,38.3684678521811
240472093353,24047951100,0.2667126,1410,0,1979,1,0,X,0,1,-75.1613272770525,38.3689825948675
240472093355,24047951500,0.1253444,1330,0,1900,1,0,X,1,1,-75.5672192715314,38.0713611139337
240472093356,24047950800,0.3443526,2272,0,1974,1,1,X,0,1,-75.1681243063269,38.4163955054962
240472093358,24047950900,0.4780762,864,0,1965,1,0,X,0,1,-75.1889887319342,38.3203356155034
240472093360,24047951300,2.3100092,2665,0,1930,1,1,X,0,1,-75.3870893123195,38.180248441671
240472093362,24047951500,0.1721763,1280,0,1952,1,0,X,1,1,-75.5624920526446,38.0680587275586
240472093367,24047950600,0.186157,1746,0,1984,1,1,X,0,1,-75.1515114007975,38.3941384621072
240472093378,24047950800,0.5129247,3875,0,2005,1,1,X,0,1,-75.1098057388459,38.4078814913699
240472093379,24047951100,0.2066116,2022,0,1997,1,1,X,0,1,-75.1420743027906,38.375000382263
240472093380,24047951100,0.1928375,1232,0,1978,1,1,X,0,1,-75.1508295492209,38.3801907244754
240472093382,24047950700,0.278214,1644,0,2002,1,0,X,1,1,-75.1784509940028,38.3911184191661
240472093383,24047950700,0.0562443,748,0,2006,1,1,X,0,1,-75.1607440859966,38.4035405150885
240472093386,24047950700,0.2238292,1372,0,1996,1,0,X,1,1,-75.18094033519,38.3896775548524
240472093391,24047950600,0.2066116,1680,0,1988,1,0,X,1,1,-75.1745495368645,38.3870408613658
240472093392,24047951000,0.1821166,1568,0,1937,1,0,X,0,1,-75.2175995163633,38.3260948126454
240472093394,24047951500,0.3002755,1911,0,1954,1,0,X,0,1,-75.5514014803128,38.0642423756021
240472093395,24047950600,0.3033517,1992,0,1990,1,0,X,1,1,-75.1632237460294,38.3875129579706
240472093399,24047951100,0.1721763,1152,0,1992,1,0,X,0,1,-75.1631860575868,38.3666510206451
240472093401,24047951700,0,1253,0,1990,0,1,X,0,0,-75.1142560148672,38.3267044074887
240472093407,24047951500,0.1528926,1600,0,1900,1,1,X,1,1,-75.5700698108817,38.0702808653698
240472093408,24047951100,0.2322544,2172,0,1998,1,1,X,0,1,-75.146706667932,38.3781673095563
240472093409,24047951000,0.4599862,1248,0,1950,1,0,X,0,1,-75.2060851395603,38.3375985743999
240472093410,24047951000,0.5948118,1845,0,1930,1,0,X,0,1,-75.2205743530923,38.3188481220511
240472093411,24047951000,0.2754132,1120,0,1988,1,0,X,0,1,-75.2169442197273,38.3323458516959
240472093414,24047951300,0.1331497,1232,0,2007,1,0,X,0,1,-75.3891502587905,38.1741992231084
240472093415,24047951100,0.2238292,1706,0,1984,1,1,X,0,1,-75.1557120891219,38.383002234254
240472093416,24047950700,0.2066116,864,0,1981,1,0,X,1,1,-75.168645197093,38.3926417267828
240472093417,24047951100,0.2310836,1582,0,1988,1,1,X,0,1,-75.1365610061821,38.3785634146578
240472093419,24047950600,0.2635675,1400,0,1990,1,1,AE,0,1,-75.1523376945277,38.393247661134
240472093421,24047951000,0.4899908,1456,0,1977,1,0,X,0,1,-75.2083702854071,38.3124971274437
240472093423,24047951700,0.0688705,816,0,1996,1,1,X,1,1,-75.140466117187,38.2938669319235
240472093426,24047950700,0.0516529,748,0,2001,1,1,X,0,1,-75.1652131738083,38.4026640428326
240472093427,24047950900,6.4899908,1980,0,1920,1,0,X,1,0,-75.1783654415609,38.3728407551661
240472093433,24047950900,0.5853994,1050,0,1978,1,0,X,0,1,-75.2055570385174,38.3044761129914
240472093439,24047950800,1.5300046,2038,0,2000,1,0,X,0,1,-75.2050033486811,38.4490945905568
240472093444,24047951100,0.1721763,1249,0,2000,1,1,X,0,1,-75.1536285002687,38.3816185548802
240472093448,24047951000,0.5905418,2531,0,1920,1,0,X,0,1,-75.2197460504922,38.3297821882827
240472093449,24047950700,0.2114325,1920,0,1981,1,1,X,0,1,-75.1566198563272,38.3998354262611
240472093452,24047951700,0.0688705,408,0,1990,1,1,AE,1,1,-75.1360412515861,38.2937406272228
240472093458,24047951500,1,2603,0,2006,1,0,X,0,1,-75.5798277735013,38.0087910533834
240472093463,24047951500,0.0926997,1472,0,2006,1,0,X,1,1,-75.5558702062302,38.0707284537076
240472093465,24047950600,0.2238292,1175,0,1993,1,1,X,1,1,-75.1633169405565,38.3921283676774
240472093469,24047950400,0.1679063,1344,0,2011,1,1,AE,0,1,-75.1157344001706,38.3562718627438
240472093473,24047951500,3.2600092,40671,0,1983,1,0,X,1,0,-75.5602297622691,38.0731316537208
240472093475,24047950400,0.2376492,1594,0,2011,1,1,X,0,1,-75.1446166713098,38.3479400329961
240472093478,24047951700,8.7199954,67316,0,1990,1,0,X,0,0,-75.1120343260933,38.3355935833385
240472093479,24047950800,2.4399908,2200,0,1945,1,1,AE,0,1,-75.1329797906814,38.4467905005769
240472093488,24047951100,0.3078512,3392,0,1985,1,1,AE,0,1,-75.1328437617438,38.3825410318682
240472093489,24047950400,0.2669881,2462,0,2004,1,0,X,0,1,-75.1144622516224,38.3448100139865
240472093490,24047951100,0.1294307,2447,0,2001,1,1,X,0,1,-75.1510883208967,38.37489499322
240472093491,24047951100,0.1384068,1788,0,2005,1,0,X,0,1,-75.159953497988,38.3700650372303
240472093494,24047951700,0.070225,748,0,1994,1,1,X,1,1,-75.1389355630875,38.2911096805371
240472093496,24047950400,0.6220615,4112,0,2006,1,1,X,0,1,-75.098669752632,38.3433225434519
240472093498,24047951100,0.278191,1196,0,1999,1,1,X,0,1,-75.1592188521797,38.3809294502745
240472093500,24047951100,0.1721763,1056,0,1992,1,1,X,0,1,-75.149811252832,38.3688806219189
240472093501,24047951000,0.2984389,920,0,1940,1,0,X,0,1,-75.2248427092312,38.3207937504516
240472093504,24047950800,0.7062443,3705,0,2006,0,0,X,1,1,-75.2336278513393,38.3235654470901
240472093507,24047951200,1.2800046,1520,0,2016,1,0,X,0,1,-75.3723059277242,38.2880981546968
240472093508,24047951500,0.1095041,2476,0,1900,1,1,X,1,1,-75.5695415844406,38.0727487436221
240472093509,24047950700,0.5356749,1902,0,1984,1,1,AE,0,1,-75.1568475284193,38.4008369865718
240472093510,24047951100,0.2238292,1728,0,1989,0,1,X,0,1,-75.1432880383877,38.3786711718908
240472093513,24047951700,0.1721763,3284,0,2016,1,1,AE,0,1,-75.0977399946962,38.3302246907842
240472093519,24047951700,0.2505739,3381,0,2006,1,1,X,0,1,-75.1258110267903,38.3299478347975
240472093520,24047950400,0.3926079,3123,0,2014,1,1,X,0,1,-75.1337018997425,38.3408245581096
240472093522,24047951000,15.5600092,2044,0,1890,1,1,X,0,0,-75.1968090529036,38.3154111820386
240472093526,24047950400,0.2102617,1520,0,1991,1,1,AE,0,1,-75.1230027407678,38.3532539865117
240472093527,24047951700,0.0761478,748,0,1994,1,1,X,1,1,-75.1375438164167,38.2919165662049
240472093530,24047951500,1.6100092,1156,0,1945,1,0,X,0,1,-75.5977994065992,38.0350445982287
240472093531,24047951100,0.1761938,1646,0,1992,1,1,AE,0,1,-75.1507132244373,38.3794672738765
240472093532,24047951100,0.0707989,1195,0,2003,1,0,X,0,1,-75.1588851524695,38.3744746001616
240472093535,24047951100,0.2017906,2052,0,2004,1,1,X,0,1,-75.1524650140405,38.3708758960081
240472093536,24047951100,0.2410468,1680,0,1988,1,0,X,0,1,-75.1539997981379,38.3665197320013
240472093539,24047950700,0.0461662,852,0,1985,1,1,X,0,1,-75.1601849957749,38.4043230690468
240472093540,24047951400,2.5100092,924,0,2001,1,0,X,0,1,-75.5323744909613,38.0320614503821
240472093541,24047950700,0.0459137,396,0,1986,1,1,X,0,1,-75.1634635502186,38.4016461528599
240472093542,24047951100,0.2899219,1152,0,1979,1,0,X,0,1,-75.1577488184499,38.3664680613704
240472093545,24047950800,4.0899908,1995,0,1973,1,0,A,0,1,-75.3256782893886,38.3829320792793
240472093549,24047950400,0.2258494,1377,0,1998,1,0,X,0,1,-75.111194786194,38.3459607545901
240472093553,24047951500,0.1678834,1145,0,1977,1,0,X,1,1,-75.5658876175584,38.0698842305268
240472093554,24047951100,0.1721763,1728,0,1989,1,0,X,0,1,-75.1615415928959,38.3721504636367
240472093561,24047951000,0.2171258,1322,0,1996,1,0,X,0,1,-75.2259674060477,38.3190023902748
240472093563,24047950600,0.2121442,1687,0,2002,1,1,X,0,1,-75.1620491817614,38.3893331131488
240472093566,24047951100,0.1085859,2105,0,2004,1,1,X,0,1,-75.152488557844,38.3714671399331
240472093567,24047951100,0.1333563,2105,0,2004,1,0,X,0,1,-75.1543000519853,38.3706991966544
240472093568,24047951000,0.4727502,3028,0,2005,0,0,X,0,1,-75.2120700740953,38.3201872698782
240472093569,24047950600,0.242562,1056,0,1992,1,1,X,0,1,-75.1590063765034,38.3857838628021
240472093571,24047951100,0.3133609,1910,0,1985,1,1,X,0,1,-75.1559616411914,38.3846449310919
240472093574,24047951100,0.2008724,864,0,1981,1,0,X,0,1,-75.1534323766668,38.3643952803625
240472093575,24047951100,0.1376033,1652,0,2000,1,1,X,0,1,-75.1501610374326,38.3761352256414
240472093579,24047951700,0.069146,748,0,1996,1,1,X,1,1,-75.1376313337898,38.2915056598676
240472093582,24047950700,0.2765152,1815,0,1994,1,0,X,1,1,-75.1670326488485,38.3967254145999
240472093583,24047951700,2.5899908,45728,0,2015,1,0,X,0,0,-75.115190622088,38.3378590043054
240472093584,24047951400,1.7899908,1632,0,1969,1,0,A,0,1,-75.51132348119,38.090961646886
240472093586,24047950800,0.3734619,2140,0,2003,1,0,X,0,1,-75.2270232854458,38.3235804137504
240472093594,24047951100,0.2752525,2036,0,1978,1,1,AE,0,1,-75.144815386178,38.3699161795477
240472093597,24047950700,0.1793848,1404,0,1994,1,0,X,1,1,-75.164828658717,38.3981622190655
240472093598,24047951100,0.1756198,1056,0,1981,1,1,X,0,1,-75.1521265258346,38.3819313477958
240472093599,24047950800,5,1440,0,1988,1,0,A,0,1,-75.3198788929944,38.3904753716361
240472093601,24047951000,0.5980257,775,0,1960,1,0,X,0,1,-75.2175505413832,38.3318629611031
240472093603,24047950600,0.251056,1707,0,2014,1,1,X,0,1,-75.15597010483,38.3873870319712
240472093604,24047951100,0.6815657,2808,0,2003,1,1,X,0,1,-75.1506127702105,38.377749559197
240472093606,24047951300,0.3099174,1268,0,1963,1,0,X,0,1,-75.3889795328717,38.1661711140111
240472093609,24047951300,0.5610882,980,0,1910,1,0,X,0,1,-75.388135346595,38.1701316661583
240472093610,24047951100,0.2238292,1944,0,1977,1,1,X,0,1,-75.1338598768488,38.3800382509507
240472093614,24047950700,0.0459137,716,0,1987,1,1,X,0,1,-75.1619330818211,38.4035673721117
240472093618,24047951100,0.1490588,2115,0,2001,1,1,X,0,1,-75.131283686069,38.384922752581
240472093621,24047951100,0.1315657,2105,0,2003,1,1,X,0,1,-75.1532711203089,38.3728774876881
240472093625,24047950400,0.2869605,3592,0,2006,1,0,X,0,1,-75.1406861383938,38.3411677804583
240472093627,24047951000,0.3103765,1839,0,1961,1,0,X,0,1,-75.2221909809869,38.3197838037943
240472093634,24047951100,0.2066116,1264,0,1996,1,0,X,0,1,-75.1584732705835,38.3678137469026
240472093636,24047951100,0.0756428,1784,0,1997,1,1,X,0,1,-75.1309425509458,38.3838979940902
240472093640,24047950400,0.2270891,2368,0,2002,1,0,X,0,1,-75.1129194781651,38.3439807129693
240472093641,24047951500,0.2348485,4320,0,1930,1,1,AE,1,1,-75.566742624022,38.0774488789868
240472093646,24047950700,0.2261938,1170,0,1973,1,0,X,1,1,-75.1706958556035,38.3941876184882
240472093653,24047950800,0.4853306,1280,0,1976,1,0,X,0,1,-75.2294344677815,38.326518457428
240472093654,24047951100,0.3148301,1176,0,1996,1,0,X,0,1,-75.1594901017915,38.3639277341583
240472093655,24047951000,0.3099174,1570,0,1961,1,0,X,0,1,-75.2218311225887,38.3195666125428
240472093658,24047950700,2.1600092,2888,0,1998,1,1,X,0,1,-75.2011275491729,38.4049715271731
240472093660,24047951100,0.1163682,1832,0,2003,1,1,X,0,1,-75.1531603412847,38.3729730957202
240472093661,24047951100,0.1192837,1652,0,2000,1,1,X,0,1,-75.150012770493,38.3755516229127
240472093665,24047951100,0.1919192,2607,0,2006,1,1,X,0,1,-75.131681126356,38.3655401385197
240472093669,24047951700,0.2996327,1712,0,2001,1,1,X,0,1,-75.1135249366896,38.3210471780543
240472093670,24047951700,0.0688705,748,0,1994,1,0,X,1,1,-75.1407647753116,38.2929296180881
240472093675,24047950600,0.2114325,1460,0,1984,1,1,AE,0,1,-75.1441090407595,38.3938097595595
240472093677,24047951500,0.2242424,1260,0,1950,1,0,X,1,1,-75.5654210975912,38.0711058744845
240472093678,24047950400,0.1918962,2536,0,2005,1,1,X,0,1,-75.1155487778466,38.3463938884939
240472093681,24047951500,0.137741,1668,0,1920,1,1,X,1,1,-75.570131297814,38.0719598145246
240472093691,24047950600,0.2752066,1714,0,1998,1,1,X,0,1,-75.1429392884175,38.3940506647186
240472093694,24047951100,0.2747245,1697,0,1996,1,0,X,0,1,-75.1626937267458,38.3655723769044
240472093695,24047951100,0.2678834,1220,0,1984,1,1,AE,0,1,-75.1357255154569,38.3649524546958
240472093697,24047951700,0.121809,1274,0,1990,1,0,X,0,1,-75.1196885243046,38.3231050715554
240472093698,24047951500,0.2806015,1151,0,1954,1,0,X,1,1,-75.560446451111,38.0686345360473
240472093702,24047951100,0.2066116,1292,0,2001,1,1,X,0,1,-75.1428131421574,38.3659334855048
240472093707,24047951100,0.2563361,2357,0,2004,1,1,X,0,1,-75.1498771217249,38.3720165867729
240472093713,24047951100,0.0707071,1195,0,2004,1,1,X,0,1,-75.1537265024592,38.3759433401202
240472093720,24047950800,0.4591368,1686,0,1987,1,1,AE,0,1,-75.1296997832058,38.4503082546377
240472093721,24047950600,0.2715794,1893,0,1993,1,0,X,1,1,-75.1756375152357,38.3850467298
240472093724,24047951100,0.2681129,2172,0,2002,1,1,X,0,1,-75.1534466398413,38.3750633373595
240472093729,24047951100,0.1863866,2029,0,2001,1,1,X,0,1,-75.1420229501332,38.3656379310758
240472093733,24047950700,0.2126951,1330,0,2015,1,0,X,1,1,-75.168950027588,38.3939515295622
240472093734,24047950700,0.2459826,1330,0,2015,1,0,X,1,1,-75.1673869801742,38.397343368025
240472093735,24047951100,0.2238292,1177,0,2011,1,1,X,0,1,-75.1553021687979,38.3826901522653
240472093736,24047951000,0.2840909,1560,0,1950,1,0,X,0,1,-75.2147794098228,38.3302483632014
240472093741,24047951400,1.1300046,1016,0,1958,1,0,A,0,1,-75.4862110402125,38.101251390818
240472093743,24047950800,0.4582185,1920,0,2002,1,0,X,0,1,-75.2294042370544,38.3255203296076
240472093745,24047951100,0.2238292,1056,0,1982,1,1,X,0,1,-75.154431288566,38.3834203502474
240472093747,24047951100,0.304775,2448,0,2006,1,1,X,0,1,-75.13495919687,38.3851444253108
240472093755,24047950600,0.2030303,1365,0,1978,1,1,AE,0,1,-75.1452953768528,38.3957914714425
240472093759,24047950400,0.1677227,2330,0,2016,1,1,AE,0,1,-75.1156177908622,38.3546008061951
240472093761,24047950900,0.2976584,2664,0,2005,1,0,X,0,1,-75.1562720315753,38.3431289842915
240472093768,24047951000,0.2208448,960,0,1966,1,0,X,0,1,-75.2214196559319,38.3184412032445
240472093771,24047950700,0.3078972,1890,0,1996,1,0,X,1,1,-75.1790243749603,38.3954330659422
240472093772,24047951000,0.5025023,3016,0,2007,0,0,X,0,1,-75.2072067685192,38.3159326308326
240472093773,24047951300,0.4651056,2192,0,1877,1,0,X,0,1,-75.3894470113965,38.1716717575871
240472093774,24047951100,0.4025253,2690,0,1993,1,1,AE,0,1,-75.1447449659937,38.3688790141591
240472093781,24047951500,1.2,1078,0,2004,1,0,X,1,0,-75.5435931166844,38.0803648516163
240472093784,24047950800,2.1,16600,0,2009,0,0,X,0,0,-75.1381725424187,38.4232345705352
240472093788,24047951100,0.1366621,2444,0,2002,1,0,X,0,1,-75.153384602624,38.3744008090946
240472093789,24047951100,0.2474518,1056,0,1976,1,0,X,0,1,-75.1495156678104,38.366005950861
240472093792,24047950800,1,1830,0,1930,1,0,X,0,1,-75.1935200806627,38.448769833563
240472093794,24047950600,0.2244031,1904,0,1973,1,1,X,0,1,-75.1500056135393,38.3888047153728
240472093795,24047951700,0.4176309,3385,0,2003,1,0,X,0,1,-75.1192864652382,38.329568728057
240472093799,24047951300,0.1999082,1120,0,2002,1,0,X,0,1,-75.3969553676894,38.1705219450857
240472093801,24047951200,1.1600092,2764,0,1993,1,0,X,0,1,-75.4661881851837,38.2257007505289
240472093802,24047951200,1.0199954,1452,0,1900,1,0,X,0,1,-75.3888052126839,38.0959424780396
240472093804,24047950900,1,1248,0,1972,1,1,X,0,1,-75.1535112230527,38.3137405086211
240472093810,24047951400,67.8300046,1509,0,1940,1,0,A,0,0,-75.5247753838385,38.0830085867067
240472093811,24047951200,0.8631772,2759,0,2010,1,1,AE,0,1,-75.2435096910275,38.2500477137756
240472093820,24047950400,0.6427916,828,0,1968,0,0,X,0,1,-75.142124810387,38.3390900271647
240472093821,24047951200,1.0899908,3650,0,2006,1,0,X,0,1,-75.2522031452873,38.25813885386
240472093824,24047951100,0.2260331,1138,0,1983,1,1,X,0,1,-75.135677254045,38.3734140142025
240472093826,24047951700,1.0699954,7150,0,1996,0,0,X,0,0,-75.1135624662381,38.3365976757586
240472093828,24047950600,0.1721763,2490,0,1975,1,1,AE,0,1,-75.1497910189579,38.3977377339102
240472093829,24047951100,0.1721763,864,0,1978,1,0,X,0,1,-75.1625683652158,38.3711648725811
240472093830,24047951400,0.6983701,3232,0,2004,1,0,X,0,1,-75.5361892154006,38.0681433732322
240472093832,24047950600,0.2066116,1920,0,1982,1,1,X,0,1,-75.1607167639833,38.3924135042632
240472093833,24047951100,0.3191001,2808,0,2002,1,1,X,0,1,-75.1490473076277,38.3763641306745
240472093835,24047951100,0.2066116,1188,0,1988,1,0,X,0,1,-75.1591060336153,38.3651703542829
240472093836,24047951100,0.0849633,1195,0,2005,1,1,X,0,1,-75.1584373459569,38.3759576085748
240472093843,24047951100,0.1902663,1749,0,2014,1,1,X,0,1,-75.1400817996079,38.3738701642178
240472093847,24047951500,0.2066116,1120,0,2002,1,1,X,1,1,-75.5713688188627,38.0704836512443
240472093852,24047951100,0.3080579,1348,0,1994,1,1,X,0,1,-75.1383459377405,38.3780658695829
240472093854,24047951100,0.1721763,1044,0,1985,1,0,X,0,1,-75.1631068237268,38.3664985333419
240472093858,24047951000,0.5369835,2052,0,2015,1,0,X,0,1,-75.2054012865946,38.3217758506942
240472093859,24047950700,0.046786,706,0,1989,1,1,X,0,1,-75.1644666955663,38.4024793405281
240472093862,24047951100,0.1467401,2936,0,2004,1,1,X,0,1,-75.1535179324174,38.37150027288
240472093863,24047951100,0.1818182,1408,0,2000,1,1,AE,0,1,-75.1364955052474,38.3641189717317
240472093864,24047950600,0.1706382,1344,0,1974,1,1,AE,0,1,-75.1457261406094,38.3974068412423
240472093872,24047951100,0.1721763,1056,0,1979,1,1,X,0,1,-75.1387114074884,38.3654446297525
240472093874,24047951100,0.1813361,1160,0,1995,1,0,X,0,1,-75.1475164959639,38.3637679299893
240472093875,24047951100,0.1721763,1106,0,1997,1,1,X,0,1,-75.1453562990338,38.3680312932543
240472093879,24047951100,0.2036731,1176,0,1999,1,1,X,0,1,-75.1399270429582,38.3636564646188
240472093880,24047951100,0.2029155,1056,0,1996,1,0,X,0,1,-75.1418098647195,38.3636896355716
